Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"Hewlett Packard Enterprise
4.3",Data Scientist,Bangalore,India,"Data Scientist

This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.
Job Description:

Designs, develops and applies programs, methodologies and systems based on advanced analytic models (e.g. advanced statistics, operations research, computer science, process) to transform structured and unstructured data into meaningful and actionable information insights that drive decision making.

Uses visualization techniques to translate analytic insights into understandable business stories (eg. descriptive, inferential and predictive insights).

Embeds analytics into client’s business processes and applications. Combines business acumen and scientific methods to solve business problems.
Engineering
Specialist",₹10L - ₹10L (Glassdoor Est.),"₹10,12,129",10000+ Employees,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.3,90 %,96 %,3.8,3.9,3.6,4.4,3.9,4.3,,,1427,https://www.glassdoor.co.in/Reviews/Hewlett-Packard-Enterprise-HPE-Reviews-E1093046.htm,https://www.glassdoor.co.in/Benefits/Hewlett-Packard-Enterprise-HPE-Benefits-E1093046.htm
Ripik Technology Private Limited,Data Scientist,New Delhi,India,"Company Name - Ripik Technology Private Limited
Job Type - Permanent
Hybrid work culture(2 days work from office and 4 days work from home)
Location - Noida
Need immediate joiners or with maximum 1 month notice period.
Experience - 0-3 years
Job Description -
Expert in 2-3 programming languages and willing to learn more (Python & SQL - must have; Java/Scala/NodeJS - some knowledge/experience); experienced in DEVOPS (GIT & CI/CD tools) and Agile product development",₹10L - ₹10L (Glassdoor Est.),"₹10,00,000",,,,,,,,,,,,,,,,1427,,
"Astrotech Labs
3.5",Data Scientist,Remote,India,"Location:Remote
Department: Research
Employment Type: Full-Time
We are looking for someone for whom spending all day immersed in extracting insights from datasets and developing new simulated data-driven models and interpreting the results for everyone to understand represents a dream job.
Job Description
About AstroTech Labs
AstroTech Labs is a top-tier blockchain development consulting firm dedicated towards shaping the future of Web3. We help clients deliver high impact products by leveraging our expertise in blockchain infrastructure development services and financial incentives design.",₹10L - ₹10L (Glassdoor Est.),,1 to 50 Employees,,,,3.5,N/A,N/A,,,,,,,,,1427,,
"Shell
4.1",Associate Data Scientist,Bangalore,India,"The Role
Typically:
Works within a variety of well-defined and standard R&D techniques, procedures, and practices.
Works under general guidance and work instructions (work is being checked by manager or senior colleagues), which requires the job holder to apply a combination of applied and theoretical knowledge within a well-defined scope. Has knowledge about a specific discipline and may coach less experienced colleagues, but not yet regarded as an internal or external expert.
Supports the Data Analytics team in the design and execution of analytics projects.
Works with data and technology experts to help execute analytics projects and deploy solutions.
Develops optimal analytical models that address the business requirement, with acceptable levels of accuracy.",₹10L - ₹10L (Glassdoor Est.),"₹7,45,802",10000+ Employees,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),4.1,82 %,89 %,4.2,3.7,3.9,4.1,3.6,3.9,,,1427,https://www.glassdoor.co.in/Reviews/Shell-Reviews-E5833.htm,https://www.glassdoor.co.in/Benefits/Shell-Benefits-E5833.htm
"Alpha Net Consulting
4.6",Data Scientist,India,India,"Data Scientist
Permanant WFH
Strong fundamentals in statistics, mathematics, and ML algorithms (neural networks, tree-based methods, optimizers, super/unsupervised learning, feature engineering)
Comfortable programming (but perhaps stronger stats/math/ML-applications), very comfortable debugging model & data pipelines.
- Strong attention to details - Drives projects forward. Clearly communicates blockers, next steps.
Very comfortable with Python, standard ML/AI frameworks & packages (TensorFlow, XGBoost, Scikit-learn, Pandas, Numpy)",₹10L - ₹10L (Glassdoor Est.),,201 to 500 Employees,Information Technology Support Services,Information Technology,$25 to $50 million (USD),4.6,94 %,94 %,1.0,4.3,4.4,4.5,4.6,4.4,,,1427,,https://www.glassdoor.co.in/Benefits/Alpha-Net-Benefits-E1291204.htm
"Think Future Technologies
4.3",Jr Data Scientist (Remote),Gurgaon,India,"Job Details:
We are currently in need of a Jr. Data Scientist to join our fast-growing team. The ideal candidate will
be intricately involved in running analytical experiments in a methodical manner, and will regularly
evaluate alternate models via theoretical approaches. You will be in the forefront of implementing
new models that tackle real enterprise problems and improving existing models. This is the perfect
opportunity for the successful candidate to become a part of an innovative and energetic team that
develops analysis tools which will influence both our products and clients.
Roles & Responsibilities:",₹10L - ₹10L (Glassdoor Est.),"₹5,69,126",201 to 500 Employees,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,94 %,97 %,3.9,4.2,4.0,4.3,4.1,4.2,,,1427,https://www.glassdoor.co.in/Reviews/Think-Future-Technologies-Reviews-E507016.htm,https://www.glassdoor.co.in/Benefits/Think-Future-Technologies-Benefits-E507016.htm
"Siemens
4.1",Data Scientist,Goa,India,"Smart Infrastructure Division in Siemens Ltd. is one of the leading global suppliers of products, systems, solutions, and services for the efficient, reliable, and intelligent transmission and distribution of electrical power. As the trusted partner for the development and extension of an efficient and reliable power infrastructure that industry and the portfolio they need.

This includes facilities and systems for the low-voltage and distribution power grid level, smart grid and energy automation solutions, power supply for industrial plants, and high-voltage transmission systems.

We make real what matters. This is your role...

You have an experience in Spark, Hadoop, HBase, SCALA, NoSQL, Java, Big Data, Solr, Python, Machine Learning, information retrieval.

Possess a desirable skills hands on experience in developing recommender systems at production scale and exposure towards DevOps and containers like Docker.",₹10L - ₹10L (Glassdoor Est.),,10000+ Employees,Electronics Manufacturing,Manufacturing,$10+ billion (USD),4.1,85 %,N/A,3.8,3.8,3.7,4.1,3.7,4.1,,,1427,https://www.glassdoor.co.in/Reviews/Siemens-Reviews-E3510.htm,https://www.glassdoor.co.in/Benefits/Siemens-Benefits-E3510.htm
Hellowork Technologies Pvt Ltd,Data Scientist,Mumbai,India,"ROLES AND RESPONSIBILITIES * Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. * Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. * Assess the effectiveness and accuracy of new data sources and data gathering techniques. * Develop custom data models and algorithms to apply to data sets. * Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. SKILLSET REQUIRED * Strong problem-solving skills with an emphasis on product development. * Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets. * Experience working with and creating data architectures. * Knowledge of statistical techniques and concepts is preferred (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. * Excellent written and verbal communication skills for coordinating across teams. * A drive to learn and master new technologies and techniques. CANDIDATE MUST HAVE * R, Python, SQL * Data architectures.",₹10L - ₹10L (Glassdoor Est.),"₹12,84,568",Unknown,,,,,,,,,,,,,,,1427,,
Deets Digital,Data Scientist,Bangalore,India,"As a Data Scientist you will become a core member of DeetsDigital’s data science team and execute projects / tasks in the best interest of client, taking ownership of your own projects
You will have a unique opportunity to be hands on and shape all stages of an interesting data science project. This includes a large variety of tasks for which your analytical skills coupled with solid technical knowledge are a key requirement. This role will give you the opportunity to:
Ø Develop and deploy Machine Learning algorithms for the analysis of diverse datasets
Ø Work with internal as well as external data partners to execute and deploy the solutions, respectively
Ø Lead from the front and guide not only junior team members to learn but sr. team members also in fine tuning their approach towards solutioning",₹10L - ₹10L (Glassdoor Est.),"₹15,00,000",,,,,,,,,,,,,,,,1427,,
Stackapps IT Services Pvt Ltd,Data Scientist,Hyderābād,India,"Hi,We are hiring for one of my client,eligible students can apply.
Job Location : Madhapur,Hyd.
Qualification: Any degree with good communication skills.
Required Skills: Python,Datascience
Job Type: Full-time
Salary: ₹500,000.00 - ₹800,000.00 per year
Schedule:
Day shift",₹10L - ₹10L (Glassdoor Est.),"₹6,50,000",,,,,,,,,,,,,,,,1427,,
"Quest Global
3.7",Data Scientist,Bangalore,India,"Quest Global is an organization at the forefront of innovation and one of the world’s fastest growing engineering services firms with deep domain knowledge and recognized expertise in the top OEMs across seven industries. We are a twenty-five-year-old company on a journey to becoming a centenary one, driven by aspiration, hunger and humility.
We are looking for humble geniuses, who believe that engineering has the potential to make the impossible, possible; innovators, who are not only inspired by technology and innovation, but also perpetually driven to design, develop, and test as a trusted partner for Fortune 500 customers.
As a team of remarkably diverse engineers, we recognize that what we are really engineering is a brighter future for us all. If you want to contribute to meaningful work and be part of an organization that truly believes when you win, we all win, and when you fail, we all learn, then we’re eager to hear from you.
The achievers and courageous challenge-crushers we seek, have the following characteristics and skills:",₹10L - ₹10L (Glassdoor Est.),"₹8,78,104",10000+ Employees,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$500 million to $1 billion (USD),3.7,74 %,89 %,3.0,3.7,3.1,3.7,3.4,3.5,,,1427,https://www.glassdoor.co.in/Reviews/Quest-Global-Reviews-E432989.htm,https://www.glassdoor.co.in/Benefits/Quest-Global-Benefits-E432989.htm
GWC Technologies,Data Scientist,Bangalore,India,"Minimum 2 years in Machine Learning
Hands on experience Python scripting,NLP,ML
Hands on experience in building Machine Learning and Artificial Intelligence models
Good knowledge on Exploratory Data Analysis (EDA)
Certification on Machine Learning (an advantage)
Hands on experience on platforms - Microsoft Azure/Amazon Web Services
Libraries – Numpy, Pands, Scikit learn, Seaborn, Matplotlib, Plotly, TensorFLow, OpenCV, NLTK, Count Vectorization, Tf-idf
Good understanding of the below models
Machine Learning Algorithms - Linear Regression, Logistic Regression, Decision Tree Classifier, Random Forest Classifier, Nave Bayes, Support Vector Machine
Unsupervised/Clustering algorithms – KNN, DBSCAN, Hierarchical
NLP models – BERT, RNN, LSTM, GRU
Deep Learning models for image classification – VGG16, ImageNet, ResNet, YOLO, Fast CNN",₹10L - ₹10L (Glassdoor Est.),"₹11,09,024",,,,,,,,,,,,,,,,1427,,
"PayU
4.0",Data Scientist - Fraud Analyst,India,India,"About PayU
PayU, a leading payment and Fintech company in 50+ high-growth markets throughout Asia, Central and Eastern Europe, Latin America, the Middle East and Africa, part of Prosus group, one of the largest technology investors in the world is redefining the way people buy and sell online for our 300.000+ merchants and millions of consumers.

As a leading online payment service provider, we deploy more than 400 payment methods and PCI-certified platforms to process approximately 6 million payments every single day.

Responsibilities
Design experiments, test hypotheses, and build models utilizing the traditional datasets and graph data.
Apply advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systems.",₹10L - ₹10L (Glassdoor Est.),,1001 to 5000 Employees,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,83 %,N/A,4.1,4.0,3.9,4.2,3.7,3.9,,,1427,https://www.glassdoor.co.in/Reviews/PayU-Reviews-E1018226.htm,https://www.glassdoor.co.in/Benefits/PayU-Benefits-E1018226.htm
CogniTensor,Data Scientist,Noida,India,"About the company:
CogniTensor is a technology company that brings data to the heart of decision-making by using a SAAS business model. CogniTensor leverages its product, DeepOptics - an integrated 3A platform (automation, analytics, AI) environment - to implement AI/ML-driven products using research-based algorithms. Cognitensor has implemented diverse use cases in multiple industries like Energy, Commodity, Retail & Manufacturing with a proven track record.
Our strategic investors include Shell and CIIE.CO (IIM-A/Accenture)
Website: https://www.cognitensor.com/
We are looking for:",₹10L - ₹10L (Glassdoor Est.),,,,,,,,,,,,,,,,,1427,,
"Atotech
4.1",Data Scientist,India,India,"Atotech, a brand within the Materials Solution Division on MKS Instruments, develops leading process and manufacturing technologies for advanced surface modification, electroless and electrolytic plating, and surface finishing. Applying a comprehensive systems-and-solutions approach, Atotech's portfolio includes chemistry, equipment, software, and services for innovative and high-technology applications. These solutions are used in a wide variety of end-markets, including datacenter, consumer electronics and communications infrastructure, as well as in numerous industrial and consumer applications such as automotive, heavy machinery, and household appliances.
With its well established innovative strength and industry-leading global TechCenter network, MKS delivers pioneering solutions through its Atotech brand - combined with unparalleled on-site support for customers worldwide. For more information about Atotech, please visit us at atotech.com",₹10L - ₹10L (Glassdoor Est.),,1001 to 5000 Employees,Chemical Manufacturing,Manufacturing,$2 to $5 billion (USD),4.1,75 %,82 %,3.3,3.9,4.0,4.1,3.6,4.1,,,1427,,https://www.glassdoor.co.in/Benefits/Atotech-Benefits-E262155.htm
Vikatan Group,Data Scientist,India,India,"Responsibilities for Data Scientist
Work with stakeholders throughout the organisation to identify opportunities for leveraging company data to drive business solutions.
Mine and analyse data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modelling to increase and optimise customer experiences, revenue generation, ad targeting and other business outcomes.
Develop company A/B testing framework and test model quality.",₹10L - ₹10L (Glassdoor Est.),"₹32,500",,,,,,,,,,,,,,,,1427,,
"IDP Education Ltd
3.9",Data Scientist,Chennai,India,"An ASX100 business part that is owned by Australian universities, IDP is a pioneer in international education services. Ourcore business lines include student placement to Australia, US, UK, Canada and New Zealand institutions, English-language testing and training.
We are on a mission to build the world's leading platform and connected community to guide students along their journey to achieve their lifelong learning and career aspirations.
As a co-owner of IELTS, we deliver the English test that is trusted by more governments, universities and organizations than any other. We also operate English language teaching schools in South East Asia.
We are innovators, driven by the needs of our customers and deep data insights. Our 5,000 team members based around the world understand that our services change lives – not only of our customers but their wider communities.",₹10L - ₹10L (Glassdoor Est.),"₹2,68,328",5001 to 10000 Employees,Colleges & Universities,Education,$500 million to $1 billion (USD),3.9,79 %,92 %,4.0,3.6,3.7,3.9,3.5,3.8,,,1427,https://www.glassdoor.co.in/Reviews/IDP-Education-Reviews-E508427.htm,https://www.glassdoor.co.in/Benefits/IDP-Education-Benefits-E508427.htm
"LSEG (London Stock Exchange Group)
3.9",Data Scientist,Bangalore,India,"ROLE SUMMARY:
Operational Analytics delivers in an Agile (Scrum) model to deliver value at pace in a complex, fast moving environment
The team takes ownership of building and maintaining a suite of analytical products that support global and divisional strategic objectives by building strong stakeholder relationships and utilization of product analytics
The successful applicant will be able to apply their passion for and knowledge of machine learning to deliver iterative, incremental value within the constraints of a large complex organization.
WHAT YOU'LL BE DOING:
Developing and implementing machine learning models and advanced analytics to support Market Operations strategic objectives",₹10L - ₹10L (Glassdoor Est.),"₹6,69,800",10000+ Employees,Stock Exchanges,Finance,$2 to $5 billion (USD),3.9,77 %,86 %,4.0,3.6,3.5,3.9,3.5,3.9,,,1427,https://www.glassdoor.co.in/Reviews/LSEG-London-Stock-Exchange-Group-Reviews-E11860.htm,https://www.glassdoor.co.in/Benefits/LSEG-London-Stock-Exchange-Group-Benefits-E11860.htm
"Microsoft
4.4",Data & Applied Scientist,Hyderābād,India,"Microsoft's Cloud business is experiencing explosive growth, and the Capacity, Supply Chain & Provisioning (CSCP) organization is responsible for enabling the infrastructure underlying this growth. Our mission is to deliver the world's computer with an industry-leading supply chain. CSCP is responsible for strategic sourcing, customer demand forecasting, capacity planning and management, supply chain planning and execution, capacity provisioning, and decommissioning and dispositioning ofdatacenter assets worldwide.

Within Azure Hardware Systems & Infrastructure, the Spares and Warranty team is responsible for ensuring that the right spare parts are in the right place, at the right time in support of delivering global capacity requirements. SWOps is undergoing a supply chain transformation to optimally manage the spares andwarranty from a serviceability and cost point of view. We are looking for high-energy individuals who are passionate about using data to improve customer experiences and business performance.
Responsibilities",₹10L - ₹10L (Glassdoor Est.),"₹5,92,285",10000+ Employees,Computer Hardware Development,Information Technology,$10+ billion (USD),4.4,93 %,98 %,4.4,4.3,4.0,4.6,4.2,4.3,,,1427,https://www.glassdoor.co.in/Reviews/Microsoft-Reviews-E1651.htm,https://www.glassdoor.co.in/Benefits/Microsoft-Benefits-E1651.htm
Techno8ive Inn Pvt Ltd,Data Scientist & ML Engineer,Noida,India,"Responsibilities
Identify valuable data sources and automate collection processes.
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Present information using data visualization techniques
Build predictive models and machine-learning algorithms
Work closely with engineering and product development teams
Required Skillsets
Experience leading a project to solve complex modelling problems with machine learning.",₹10L - ₹10L (Glassdoor Est.),"₹11,50,000",1 to 50 Employees,,,,,,,,,,,,,,,1427,,
Oracuz Infotech Pvt Ltd,Data Science Internship,Thiruvananthapuram,India,"We are providing training for data science. After the training we will hire you directly through our company as performance wise.
After the training we will give you experience certificates.
Python , Statistics, Machine Learning, Front End Developments Streamlit ,R, Tableau, NLP and chatbots
We are looking for freshers candidates
Both Male and female candidates can apply.
Job Types: Full-time, Internship, Fresher
Salary: ₹8,000.00 - ₹45,000.00 per month",₹10L - ₹10L (Glassdoor Est.),,,,,,,,,,,,,,,,,1427,,
Rooter Sports Technologies,Senior Data Scientist,New Delhi,India,"About Rooter
Rooter is India's leading Game and Esports Streaming platform. With more than 450 mn gamers playing games like BGMI, Call of Duty, Minecraft, etc, India is one of the largest mobile gaming markets in the world.
Rooter, considered the ""Twitch of India"" has managed to create a strong leadership position with more than 35 mn downloads with 10 mn monthly active users and 1 mn daily active users.
Rooter works closely with top esports teams and esports tournament organizers providing exclusive gaming content to its users. We also work with more than 10,000 professional streamers and our unique UGC features have led to 1 mn users creating content on the Rooter app every month. We are the no.1 app in the Sports category on Google Playstore in India sinceOct 2020.
We recently announced a $25 mn Series A funding with investors like Lightbox, March Capital,Duane Park Ventures, Advantage, Paytm, Goal Ventures, and IeAD. Rooter has grown to now an100+ members team who are working towards building the future of gaming in India.
Gaming is going to be the focal point of Metaverse and we look forward to having you with us as we lead that revolution in India and the rest of the world.
Website: https://web.rooter.gg/
LinkedIn: https://www.linkedin.com/company/hello-rooter/
News:",₹10L - ₹10L (Glassdoor Est.),"₹33,04,845",,,,,,,,,,,,,,,,1427,,
"Hitwicket
4.1",Data Scientist,Hyderābād,India,"Responsibilities

Understand Product and Business problems and Perform analysis, modelling in relation to new features, product changes, deep-dives and in-app purchase behavior
Build Machine Learning models based on product requirements and deploy on production and work on improving their performance
Build & maintain dashboards for tracking business performance and product metrics
Efficiently Work with Python, BigData, ML, Google cloud and others as required
Qualifications
At least 3 years of working experience in Data Science, ML modelling, product analytics with a strong business sense and data-driven role background",₹10L - ₹10L (Glassdoor Est.),"₹6,24,500",1 to 50 Employees,,,,4.1,82 %,N/A,3.3,4.3,3.7,3.9,3.9,3.4,,,1427,https://www.glassdoor.co.in/Reviews/HitWicket-Reviews-E1381657.htm,https://www.glassdoor.co.in/Benefits/HitWicket-Benefits-E1381657.htm
Infiniti Research,Data Scientist,Bangalore,India,"We are currently looking for Python Developer + Data Science with 2+ years of work experience with good communication and strong technical skills.
Designation: Software Engineer Role
Skills Required:
Sound grip on Python Basics and fundamentals
Basic level understanding on Database CRUD operation via Python
Sound understanding in Data Analysis and developing Machine Learning Algorithms
Familiar with DNN / NLP / SOTA Models
Familiar with Scraping via python",₹10L - ₹10L (Glassdoor Est.),,,,,,,,,,,,,,,,,1427,,
Tanishq Enterprises pvt ltd,Data Science Intern,Pune,India,"data science interns assist data scientists in collecting, analyzing, and interpret data sets to drive optimization and improvement of product development. As a part of the company's trainees, data science interns are required to provide help in developing custom data models and algorithms to apply to data sets.
Job Type: Full-time
Salary: ₹9,172.50 - ₹17,778.69 per month
Schedule:
Monday to Friday
Ability to commute/relocate:
Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required)",₹10L - ₹10L (Glassdoor Est.),"₹13,476",Unknown,,,,,,,,,,,,,,,1427,,
Bizzhype HR,Senior Data Scientist,Noida,India,"Lead Data Analyst/Scientist - Python
Experience Required - 7 yrs & Above
Maximum Budget -upto 15 L
Communication Skills - Very Good /Excellent
Roles & Responsibilities
Must be able to create prediction models with high accuracy
Removing corrupted data and fixing coding errors and related problems
Performing analysis to assess quality and meaning of data
Filter Data by reviewing reports and performance indicators to identify and correct code problems",₹10L - ₹10L (Glassdoor Est.),"₹13,16,254",Unknown,,,,,,,,,,,,,,,1427,,
"Pluto7
3.6",Jr Data Scientist,Bangalore,India,"The Jr Data Scientist role involves the application of various tools, data mining, statistical techniques, algorithms and machine learning principles to identify trends, patterns and insights from raw data. Data scientists extract meaning from data, uncover insights and identify opportunities to inform business decision making.
Join Pluto7

Pluto7 is a tech-enabled solutions company and has expertise in Machine Learning, AI, Data Analytics services on Cloud Platform.

At Pluto7, our core business model is to deliver data driven platforms and solutions to enterprises globally, helping them solve their customer experience and supply chain challenges and making their supply chains intelligent and resilient.",₹10L - ₹10L (Glassdoor Est.),"₹7,78,955",51 to 200 Employees,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.6,72 %,87 %,1.8,3.7,3.6,3.2,3.5,3.1,,,1427,https://www.glassdoor.co.in/Reviews/Pluto7-Reviews-E754007.htm,https://www.glassdoor.co.in/Benefits/Pluto7-Benefits-E754007.htm
"NielsenIQ
3.9",Senior Data Scientist,Bangalore,India,"Job Description

Our Data Science teams help to provide NielsenIQ’s clients with the most complete understanding of the market and its consumers. With a footprint in over 100 countries across the globe, our expansive data and measurement capabilities provide market context and confidence. We are constantly innovating to keep pace with emerging market trends and the increasingly diverse, demanding and connected consumer.

As a Data Scientist, you’ll be part of a team of smart, highly skilled data scientists who design and develop models to enable clients to use our data effectively.

What you'll do",₹10L - ₹10L (Glassdoor Est.),"₹7,40,050",10000+ Employees,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,81 %,89 %,4.1,3.8,3.2,4.2,3.7,3.7,,,1427,https://www.glassdoor.co.in/Reviews/NielsenIQ-Reviews-E4796509.htm,https://www.glassdoor.co.in/Benefits/NielsenIQ-Benefits-E4796509.htm
Innas enterprise pvt ltd,Data Scientist,Eranakulam,India,"Hi,We are looking for a Deep learning expert with 3 years experience for an e commerce company.
What you will be doing:
Work with fashion images
Develop, train, and adjust neural networks to achieve high performance in various inference tasks.
Develop inference models
Requirements
- BSc in relevant domain - Must.
- Deep understanding of machine learning, - neural networks and deep learning - Must.
Proven experience in PyTorch, TensorFlow or equivalent - Must.
- Knowledge in Computer Vision - Must.
At least 3+ years experience in object detection and classification of images - Advantage.
- Team player
- Have strong passion for unmanned system development and application.
- Experience in cloud environments - Advantage.
- Relevant Msc - Advantage.",₹10L - ₹10L (Glassdoor Est.),"₹2,00,000",,,,,,,,,,,,,,,,1427,,
"Tesco
3.7",Applied Data Scientist,Bangalore,India,"Company Description

Tesco Bengaluru
We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.
At Tesco Business Services, we have a mission to simplify, scale & partner to serve our customers, colleagues and suppliers through a best in class intelligent Business Services model . We do this by building a world class business services model by executing service model framework right at the heart of everything we do for our worldwide customers. The key objective is to implement and execute service model across all our functions and markets consistently. The ethos of business services is to free-up our colleagues from a regular manual operational work. We use cognitive technology to augment our key decision making. We also built a Continuous Improvement (CI) culture across functions to drive bottom-up business efficiencies by optimising processes. Business services colleagues need to act as a business partner with our group stakeholders to build a collaborative partnership driving continuous improvement across markets and functions to lead the best customer experience by serving our shoppers a little better every day.
At Tesco, inclusion means that Everyones Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.
Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.
Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues who in turn help to build the success of our business and reflect the diversity of the communities we serve.",₹10L - ₹10L (Glassdoor Est.),"₹5,68,922",10000+ Employees,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,3.7,71 %,68 %,3.7,3.2,3.4,3.5,3.1,3.4,,,1427,https://www.glassdoor.co.in/Reviews/Tesco-Reviews-E10250.htm,https://www.glassdoor.co.in/Benefits/Tesco-Benefits-E10250.htm
EBIW Info Analytics Pvt ltd,Junior Data Scientist,Calcutta,India,"Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams.",₹3L - ₹5L (Employer Est.),"₹4,18,000",,,,,,,,,,,,,,,,1427,,
"Codiant
3.7",Machine Learning/ Deep Learning (0.6-3 Years),Indore,India,"Company Description

Codiant A YASH technologies Company is an ISO 9001-2008 & ISO/IEC 27001: 2013 Certified Company headquartered at East Moline, IL, USA with the development center in the INDIA (Indore, Pune & Hyderabad) and other offices located at different locations of world Dubai, AUS & UK.
We’re a digitally-fluent force with a team of 170+ certified Mobile App developers, Web App developers, UI/UX designers, Analysts, Managers and Marketers who are well versed with latest technologies.
We provide custom web & mobile app development and design services to clients across United States, Europe , Australia, Singapore & Middle East including some other part of the world. We specialize in custom web development, website design, e-commerce, Content Managed Website & Open Source Customization along with mobile applications.",₹3L - ₹5L (Employer Est.),"₹3,85,867",201 to 500 Employees,Software Development,Information Technology,Unknown / Non-Applicable,3.7,77 %,N/A,,3.7,3.2,3.5,3.0,2.8,,,1427,https://www.glassdoor.co.in/Reviews/Codiant-Reviews-E2301571.htm,
The Pioneertech,Data Scientist,Ahmedabad,India,"Job description
Edureka Learning Center, Satellite, Ahmedabad
Looking for python, tensorflow, Keras, tableau Training Course Faculty
4 months batch / 2 Hours Daily
Hourly Pay / Monthly Pay / Per batch Pay
Learning Course Material is online
Faculty required for Query /Doubt solution / Fundamentals Clarity
Part time / Hourly / Full Time all options available",₹3L - ₹5L (Employer Est.),"₹66,495",,,,,,,,,,,,,,,,1427,,
Headstart Manpower Consultants,Data Scientist(FromNIT/IIT),Bangalore,India,"Interested / know some one who may be -- call - BANDITA on 9175067859
Job Code - DSMFGBANGALORE22BANDITA
Location: Bangalore
Designation: - Data Scientist (From NIT/IIT)
Responsibilities:
Act as a technical thought leader in collaboration with the leadership team, helping to set the strategy and standards for AI/ML/data science
Act as a trusted advisor for stakeholders to aid data driven and informed decision making by communicating the KPIs, vision, mission, short-term and long-term goals of the data science team
Provide technical leadership, coaching, and mentoring a team of highly talented data scientists and analytics professionals",₹3L - ₹5L (Employer Est.),"₹2,08,000",51 to 200 Employees,Human Resources & Staffing,Unknown / Non-Applicable,,,,,,,,,,,,,1427,,
Kiash Solutions LLP,Data Scientist,Bangalore,India,"Immediate Joiner / serving Notice Period (max 15 days)
Location: Bangalore / Pune
5+ years of experience
Salary: Upto 20 LPA
Job Description:
Experience on tabular data(excel), image, text data.
Experience in Text Data Libraries like nltk, spacy, Stanford core nlp, text blob, genism, hugging face
Experience in Image Data Libraries like Tensor flow, keras, Pytorch, caffee",₹3L - ₹5L (Employer Est.),"₹17,50,000",Unknown,,,,,,,,,,,,,,,1427,,
WebOccult Technologies Pvt. Ltd.,AI-ML Engineer,Ahmedabad,India,"AI/ML Developer
We are looking for an expert in machine learning to help us extract value from data. You will lead all the processes from data collection, cleaning, preprocessing, training models, research and implementation of algorithms, developing models, and deploying them to production to solve real-life problems.
This job includes a core artificial intelligence and machine learning engineer who can work with computer vision programming, Emotion Detection, Gender Detection, Object Detection, Age Detection, Face Recognition, Recommendation systems, etc.
The ideal candidate will be passionate about artificial intelligence and stay up-to-date with the latest developments in the field with exceptional skills in statistics, mathematics, and programming.
Experience: 2+ Years",₹3L - ₹5L (Employer Est.),,,,,,,,,,,,,,,,,1427,,
