Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"Australian Bureau of Statistics
3.8","Data Graduates, Australian Government",Belconnen,australia,"Data Analysts, Data Scientists and Statistical & Mathematical Graduates
Multiple graduate opportunities across the Australian Government
Permanent positions


We are not currently accepting applications for the Australian Government Graduate Program - Data stream.

Register your interest here to receive updates on new Data Graduate positions as they become available.

What is the Australian Government Graduate Program - Data Stream?

The Australian Government Graduate Program - Data Stream is a program offering recent graduates permanent employment across the Australian Government. The Data Stream is led by the Australian Bureau of Statistics who recruit for data roles on behalf of the Australian Government.

One application for a Data Graduate position gives you access to opportunities across Australia in multiple agencies.

A wide range of data graduate roles will be recruited for, including Data Analysts, Data Scientists and Statistical & Mathematical roles.



Some of the agencies you may be able to work at include:

There are no requirements for any particular degrees or disciplines though graduates who have undertaken data related, statistics and maths subjects are more likely to be successful.



It's quick and easy to register your interest for upcoming positions. Once you have submitted your form, you'll go on our mailing list and we'll notify as soon as we have more information.",A$85K - A$135K (Glassdoor est.),,1001 to 5000 Employees,Investment & Asset Management,Financial Services,$100 to $500 million (USD),3.8,68 %,95 %,,3.1,3.3,3.9,3.6,4.4,,,4120,https://www.glassdoor.com/Reviews/Australian-Bureau-of-Statistics-Reviews-E248101.htm,
"University Of Technology Sydney
4.2",EOI: Sessional/Casual Teaching Academic for Data Science,Ultimo,australia,"Our vision is to be a leading public university of technology recognised for our global impact. We are a dynamic and innovative university, ranked by QS Top 50 Under 50 rankings as Australia’s top young university, and located centrally in one of the world’s most liveable cities. With a culturally diverse campus life and extensive international exchange and research programs, UTS prepares graduates for the workplaces of today and tomorrow.
About the Role
Due to the rapid growth and increased popularity of our Data Science and Innovation program, a number of casual / sessional teaching roles (subject coordinator, lecturer and tutor) are available for the program at TD School. We are seeking expressions of interest from appropriately qualified and professionally experienced candidates to teach our data science subjects on a casual basis. To be considered for the position, applicants must meet the following criteria:",A$85K - A$135K (Glassdoor est.),,1001 to 5000 Employees,Education,$500 million to $1 billion (USD),,4.2,86 %,N/A,,3.7,3.9,3.9,3.5,4.0,,,4120,https://www.glassdoor.com/Reviews/University-of-Technology-Sydney-Reviews-E250449.htm,
"Sedgman Limited
3.3",Graduate Data Scientist,Perth,australia,"External Advert Text
CIMIC Group invests in future leaders by providing graduates with exposure to a global organisation across multiple industries. The CIMIC Group graduate program gives graduates the opportunity to learn and develop whilst working on some of the worlds’ most iconic construction, mining, mineral processing, services and public private partnership projects – you’ll be part of something BIGGER.
Graduates enter the program working at one of the CIMIC Group Operating Companies: CPB Contractors, Leighton Asia, Sedgman, UGL or EIC Activities. Over the course of the program rotations and industry exposure activities are also available at CIMIC and Pacific Partnerships.
Graduates receive structured, on-the-job training, guided learning plans and leadership mentoring. Over the two-year program, you will experience two, one-year placements in various roles, projects or CIMIC Group companies and be building your career.",A$85K - A$135K (Glassdoor est.),,501 to 1000 Employees,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,,3.3,51 %,N/A,,3.1,3.5,3.1,3.0,3.1,,,4120,https://www.glassdoor.com/Reviews/Sedgman-Limited-Reviews-E242086.htm,
"KPMG
4.1",Data & Analytics RA3D - Expression of interest,Sydney,australia,"Job no: 517810
Work type: Permanent Full Time
Location: Melbourne, Perth, Brisbane, Darwin, Canberra, Parramatta, Sydney, Wollongong, Penrith, Rhodes, Newcastle/Hunter
Division: Audit, Assurance & Risk Consulting
KPMG Australia is part of a global network providing extensive services across a wide range of industries and sectors. Our people collaborate, share their expertise and create innovation as we partner with clients to solve complex challenges, empower change, drive disruption and growth. We look for talented people with the potential to make an extraordinary difference for our clients, our firm, and our communities.
Our national Risk Assurance Data and Digital Deployment (RA3D) team are seeking some excellent people to join our rapidly growing team. We are an inclusive and dynamic team committed to driving innovation, delivering client outcomes, and making an impact. The strength of our team lies in the diversity of the background and skillset of each member, fostered in a collaborative environment.",A$85K - A$135K (Glassdoor est.),,1001 to 5000 Employees,Management & Consulting,$25 to $100 million (USD),,4.0,82 %,91 %,4.3,4.2,3.7,4.1,3.8,3.3,,,4120,https://www.glassdoor.com/Reviews/KPMG-US-Reviews-E4930476.htm,https://www.glassdoor.com/Benefits/KPMG-US-Benefits-E4930476.htm
"MVP1 Ventures
3.7",Head of Analytics and Data Science,Remote,australia,"Responsibilities
Set up a data analytics, data engineering and data science practice including recruitment, setting up big data and analytics strategy across the organisation and digital products, develop use cases and end-to-end activation of those use cases across the data lifecycle
Recruit, Lead and mentor a Technical team with specialisation across Data engineering, Data analytics, BI development and data science focusing on machine learning, Statistics, Insights and Advanced Analytics
Provide people and thought leadership to help improve and enrich the organisation’s actionable use of data
Uplift and improve the BI and Performance Reporting across the business
Leverage the use of Advanced Analytics; including AI and Machine Learning to generate value and commercial outcomes for the business and customers",A$85K - A$135K (Glassdoor est.),,1 to 50 Employees,,,,4.0,73 %,100 %,,3.8,3.8,3.8,3.6,3.8,,,4120,https://www.glassdoor.com/Reviews/MVP1-Ventures-Reviews-E6155719.htm,
"KordaMentha
3.7",Sydney Forensic Graduate Program 2023,Sydney,australia,"Job Title
Sydney Forensic Graduate Program 2023


Job Location
Sydney


Division
Forensic



Description",A$85K - A$135K (Glassdoor est.),,201 to 500 Employees,Management & Consulting,$25 to $100 million (USD),,3.8,73 %,N/A,,4.0,3.4,3.3,3.8,3.5,,,4120,https://www.glassdoor.com/Reviews/KordaMentha-Reviews-E589923.htm,
ci scientific,Science Quality Technician,Seven Hills,australia,"Pay
AU$65,000.00 – AU$75,000.00 per year
Job type
Full-time
Number of openings for this position
1
Schedule
8 hour shift
Expected start date
Benefits",A$85K - A$135K (Glassdoor est.),,,,,,,,,,,,,,,,,4120,,
"University of Melbourne
4.2",Research Assistant,Melbourne,australia,"Job no: 0057229
Location: Parkville
Role type: Part time (0.4FTE); Fixed-term to November 2023
Faculty: Faculty of Medicine, Dentistry and Health Sciences
Department/School: Department of Psychiatry
Salary: Level A – $77,171 – $104,717 p.a. (pro-rata for part-time) plus 17% super
The University of Melbourne would like to acknowledge and pay respect to the Traditional Owners of the lands upon which our campuses are situated, the Wurundjeri and Boon Wurrung Peoples, the Yorta Yorta Nation, the Dja Dja Wurrung People. We acknowledge that the land on which we meet and learn was the place of age-old ceremonies, of celebration, initiation and renewal, and that the local Aboriginal Peoples have had and continue to have a unique role in the life of these lands.",A$85K - A$135K (Glassdoor est.),,5001 to 10000 Employees,Colleges & Universities,Education,$1 to $5 billion (USD),4.3,87 %,77 %,2.0,3.7,4.0,4.0,3.6,4.2,,,4120,https://www.glassdoor.com/Reviews/University-of-Melbourne-Reviews-E239448.htm,https://www.glassdoor.com/Benefits/University-of-Melbourne-Benefits-E239448.htm
"Aglive
4.0",Research Fellow (Blockchain/Data Science),Sydney,australia,"Responsibilities:
Focus on blockchain, cryptography, security and/or Data Science research
Work with blockchain engineer team to develop blockchain prototype solutions for given use cases
Produce instruction manuals and methodology reference
Deliver technical instruction and knowledge to blockchain engineer team
Use data science to guide project strategic decisions
Required Skills & Experience:
Extensive knowledge in key areas of blockchain research (e.g. side chains, confidential transactions, data privacy, and other scaling methodologies, etc)
Experience with or deep understanding of big data or advanced analytics concepts and algorithms",A$85K - A$135K (Glassdoor est.),,Unknown,,,,4.0,N/A,N/A,,4.0,4.0,5.0,4.0,5.0,,,4120,https://www.glassdoor.com/Reviews/Aglive-Reviews-E3844697.htm,
"GWF
3.4",Culture Collection Microbiologist,Sydney,australia,"About the Role
AB MAURI is a global family of yeast and bakery ingredient companies and one of the largest producers and distributors in the world, striving to be the leaders of innovation within the industry. With over 6,000 employees working across 52 plants, operations in 32 countries and sales in over 100 countries, AB MAURI is Associated British Foods' (ABF) most globally represented business.
We have an excellent opportunity available for a qualified Culture Collection Microbiologist to join the Culture Collection Team at our Global Technology Centre in North Ryde.
The AB Mauri Culture Collection Team, reporting to the Culture Collection Team Leader, is responsible for the maintenance of the expanding AB Mauri culture collection. This team supports both the global yeast plants (providing certified starter cultures to ensure product quality) and the Research & Development team providing cultures as the basis of new technology development. As new strains are obtained from internal and external sources the Culture Collection team ensure the identity and quality of the cultures before entering them into the collated AB Mauri Culture Collection.
What's in it for you?
This role will give you the opportunity to work with multidisciplinary and geographically diverse teams and be exposed to the development and deployment of industrially significant biotechnology products.
You will work alongside a dedicated and collaborative team of Technicians from other disciplines, who regularly support one another in the completion of their projects.
This is a fantastic opportunity to develop your career a highly reputable global business.
About you
To be considered for the role, it is essential that you have a Bachelor of Science with majors in Microbiology, Biotechnology, Molecular Biology or Fermentation Science.


Previous experience in Yeast microbiology, genetic techniques and Yeast strain assessment would be an advantage.
These are some of the abilities we will be looking for you to demonstrate:

How to apply
If this role sounds like your ideal fit, we would love to hear from you. When applying, tell us why this opportunity is the right one for you.
We encourage applications from people of all ages, nationalities, abilities, and cultures – including Aboriginal and Torres Strait Islander peoples, the LGBTQI+ community and people living with disabilities.
We have a duty of care and a legal responsibility to promote, monitor and maintain a safe working environment for the protection of all our people in our workplaces. As per our Workplace COVID-19 Safety and Vaccination Policy we require all new employees to be fully vaccinated against COVID-19 unless exempt in accordance with our policy. Thank you for your understanding.",A$85K - A$135K (Glassdoor est.),,51 to 200 Employees,,,,3.4,72 %,N/A,,3.2,3.4,3.2,2.9,3.6,,,4120,https://www.glassdoor.com/Reviews/GWF-MessSysteme-Reviews-E2163429.htm,
"Yarra City Council
3.3",Data Scientist,Melbourne,australia,"Data Scientist
Full time (flexible/hybrid working arrangements)
Band 7 - $101,935.91 - $113,968.65 + super + RDO
Supportive and Friendly team environment where we value growth and development
Hybrid/flexible working arrangements and an emphasis on work/life balance
Work in a dynamic and collaborative environment
Join the City of Yarra as part of a strong and evolving Digital and Technology Services team.
This role will work alongside the Manager Digital and Technology to transform the way we connect, engage, and deliver value to our internal business partners and community.",A$85K - A$135K (Glassdoor est.),,51 to 200 Employees,,,,3.3,58 %,N/A,,3.6,3.4,3.6,3.8,3.6,,,4120,https://www.glassdoor.com/Reviews/Yarra-City-Council-Reviews-E3453993.htm,
"CSIRO
3.8",Environmental Spatial Data Scientist,Townsville,australia,"Acknowledgement of Country
CSIRO acknowledges the Traditional Owners of the land, sea and waters, of the area that we live and work on across Australia. We acknowledge their continuing connection to their culture and pay our respects to their Elders past and present. View our vision towards reconciliation
The Opportunity

Skills in managing large spatial datasets using GIS, Python and/or R
Background in understanding landscape systems in water, agricultural and ecological resource assessments",A$85K - A$135K (Glassdoor est.),,5001 to 10000 Employees,National Agencies,Government & Public Administration,$500 million to $1 billion (USD),3.9,67 %,73 %,3.5,3.4,3.5,3.7,3.2,4.2,,,4120,https://www.glassdoor.com/Reviews/Commonwealth-Scientific-and-Industrial-Research-Organisation-Reviews-E119099.htm,https://www.glassdoor.com/Benefits/Commonwealth-Scientific-and-Industrial-Research-Organisation-Benefits-E119099.htm
"CSIRO
3.8",CSIRO Postdoctoral Fellowship in Ecological Data Integration,Brisbane,australia,"Acknowledgement of Country
CSIRO acknowledges the Traditional Owners of the land, sea and waters, of the area that we live and work on across Australia. We acknowledge their continuing connection to their culture and pay our respects to their Elders past and present. View our vision towards reconciliation
The Opportunity

Do you have a PhD in statistics, data science, quantitative ecology, or applied mathematics?
Contribute to the development of the next-generation of integrative data analytical approaches",A$85K - A$135K (Glassdoor est.),,5001 to 10000 Employees,National Agencies,Government & Public Administration,$500 million to $1 billion (USD),3.9,67 %,73 %,3.5,3.4,3.5,3.7,3.2,4.2,,,4120,https://www.glassdoor.com/Reviews/Commonwealth-Scientific-and-Industrial-Research-Organisation-Reviews-E119099.htm,https://www.glassdoor.com/Benefits/Commonwealth-Scientific-and-Industrial-Research-Organisation-Benefits-E119099.htm
"Virgin Australia
3.7",Head of Data Science & Analytics,Sydney,australia,"Work type:
Full Time
Location:
Sydney
Job type:
Data & Analytics
Applications close:
Head of Data Science & Analytics",A$85K - A$135K (Glassdoor est.),,5001 to 10000 Employees,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,3.7,68 %,66 %,4.5,3.3,3.5,3.5,3.0,3.2,,,4120,https://www.glassdoor.com/Reviews/Virgin-Australia-Reviews-E472509.htm,https://www.glassdoor.com/Benefits/Virgin-Australia-Benefits-E472509.htm
"Visy
3.3",Laboratory Technician,Adelaide,australia,"Job no: 507191
Work type: Full Time
Location: Adelaide
At Visy, our people make us stand out from the crowd. We’re always seeking solutions, opportunities and possibilities. We look for people who see what’s ahead and run towards it. These people are helping us to achieve our vision to become the global leader in sustainable packaging solutions. Together, we can create a better world.
The opportunity:
Visy began manufacturing corrugated cardboard boxes in Melbourne, Australia, in 1948 and has grown to become one of the world's leading privately owned packaging, paper and recycling companies. Visy's past, present and future are linked by a commitment to growth, through meeting our customers' needs and the wise use and re-use of scarce resources.
Visy's safety success depends on carefully balancing economic, environmental, and social factors.
Being truly sustainable is a journey of continuous improvement, learning and adaptation. It is through the dedication, skills, and initiative of our people that Visy has prospered and will continue to move ahead.
Safe production is an important Visy Value and is recognised as being critical to the success of the organisation. This role is integral to providing business support that enables safe and continuous improvement in safety performance.

Reporting to the Technical Manager, the Laboratory Technicians primary role is to perform tests according to documented methods on raw ingredients (e.g. paper) and manufactured corrugated fibre board products, and to execute any claim that may arise from substandard components used in the production of.
Key responsibilities will include, but not be limited to:",A$85K - A$135K (Glassdoor est.),,5001 to 10000 Employees,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,3.1,44 %,55 %,,2.9,3.0,2.7,2.8,2.8,,,4120,https://www.glassdoor.com/Reviews/Visy-Reviews-E616699.htm,
"Domain Group
4.4",Junior Data Scientist,Sydney,australia,"Junior Data Scientist - Sydney Office - Permanent Full Time

A great opportunity for a Junior Data Scientist to work closely with the Domain Home Loans team to solve complex business problems and deliver real business impact through propensity modelling, marketing optimisation, segmentation, and advanced analytics.

Who are you?
The ideal candidate will have
Some relevant commercial work experience and knowledge of the following fields: Statistical Modelling, Machine Learning and Advanced Analytics.",A$85K - A$135K (Glassdoor est.),,501 to 1000 Employees,Real Estate,Real Estate,$100 to $500 million (USD),4.4,91 %,95 %,,4.0,3.9,4.5,4.1,4.6,,,4120,https://www.glassdoor.com/Reviews/Domain-Group-Reviews-E954484.htm,
"Bain & Company
4.5","Senior Associate, Data Science",Sydney,australia,"ABOUT US

Bain & Company is a global consultancy that helps the world’s most ambitious change makers define the future.
Across 65 cities in 40 countries, we work alongside our clients as one team with a shared ambition to achieve extraordinary results, outperform the competition, and redefine industries. We complement our tailored, integrated expertise with a vibrant ecosystem of digital innovators to deliver better, faster, and more enduring outcomes. Our 10-year commitment to invest more than $1 billion in pro bono services brings our talent, expertise, and insight to organizations tackling today’s urgent challenges in education, racial equity, social justice, economic development, and the environment. We earned a gold rating from EcoVadis, the leading platform for environmental, social, and ethical performance ratings for global supply chains, putting us in the top 2% of all companies. Since our founding in 1973, we have measured our success by the success of our clients, and we proudly maintain the highest level of client advocacy in the industry.

WHAT MAKES US A GREAT PLACE TO WORK

We are proud to be consistently recognized as one of the world's best places to work, a champion of diversity and a model of social responsibility. We are currently ranked the #1 consulting firm on Glassdoor’s Best Places to Work list, and we have maintained a spot in the top four on Glassdoor's list for the last 12 years. We believe that diversity, inclusion and collaboration is key to building extraordinary teams. We hire people with exceptional talents, abilities and potential, then create an environment where you can become the best version of yourself and thrive both professionally and personally. We are publicly recognized by external parties such as Fortune, Vault, Mogul, Working Mother, Glassdoor and the Human Rights Campaign for being a great place to work for diversity and inclusion, women, LGBTQ and parents.

WHO YOU'LL WORK WITH

The Advanced Analytics Group is a team of experts in data science, engineering, marketing science, operations research and primary research. You will work alongside Bain’s consulting teams to provide high quality results for our clients, some of the most successful and pioneering businesses in the world.

WHAT YOU'LL DO

This is an opportunity to be a part of Bain’s expanding Advanced Analytics Group (Bain’s team of data science, engineering, marketing science, operations research and primary research experts). Responsibilities include:

ABOUT YOU",A$85K - A$135K (Glassdoor est.),,10000+ Employees,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.5,93 %,96 %,4.8,4.6,4.4,4.6,4.3,3.4,,,4120,https://www.glassdoor.com/Reviews/Bain-and-Company-Reviews-E3752.htm,https://www.glassdoor.com/Benefits/Bain-and-Company-Benefits-E3752.htm
